,Country,Year,Group,Variable,Value,eta2_all,eta2_loo,delta_eta2,delta_eta2_pos,share_pos_pct
467,"Hong Kong SAR, China",2016,Group C: Emerging / High-growth,Imports (% of GDP),184.7221029,0.07914966177530307,0.08064339477010994,-0.0014937329948068734,0.0,0.0
468,"Hong Kong SAR, China",2016,Group C: Emerging / High-growth,Inflation (%),2.409307439,0.023946634811297576,0.02450030431210815,-0.0005536695008105733,0.0,0.0
469,"Hong Kong SAR, China",2016,Group C: Emerging / High-growth,Population Growth (%),0.619366345,0.005514645924592136,0.005279055450063131,0.00023559047452900456,0.00023559047452900456,2.518605043814357
470,"Hong Kong SAR, China",2016,Group C: Emerging / High-growth,Unemployment (%),3.392,0.0136832882110926,0.015541011832118402,-0.0018577236210258023,0.0,0.0
471,"Hong Kong SAR, China",2017,Group C: Emerging / High-growth,Exports (% of GDP),188.9023996,0.001576676453478359,0.0011600151300954252,0.00041666132338293374,0.00041666132338293374,6.005525626958648
472,"Hong Kong SAR, China",2017,Group C: Emerging / High-growth,GDP Growth (%),3.796113581,0.025400668380323285,0.02558299994851875,-0.00018233156819546376,0.0,0.0
473,"Hong Kong SAR, China",2017,Group C: Emerging / High-growth,GDP per Capita,392085.5651,0.8962842189684221,0.8958657510482538,0.00041846792016830836,0.00041846792016830836,6.031564912784506
474,"Hong Kong SAR, China",2017,Group C: Emerging / High-growth,Imports (% of GDP),187.8932671,0.037317152360226695,0.03271917949939149,0.0045979728608352075,0.0045979728608352075,66.27263510711836
475,"Hong Kong SAR, China",2017,Group C: Emerging / High-growth,Inflation (%),1.493872439,0.011260738362668962,0.009755874512625846,0.0015048638500431161,0.0015048638500431161,21.690274353138488
476,"Hong Kong SAR, China",2017,Group C: Emerging / High-growth,Population Growth (%),0.768513878,0.014914968122288215,0.015216951704230996,-0.0003019835819427809,0.0,0.0
477,"Hong Kong SAR, China",2017,Group C: Emerging / High-growth,Unemployment (%),3.124,0.07405725007556335,0.08438646371741586,-0.010329213641852505,0.0,0.0
478,"Hong Kong SAR, China",2018,Group C: Emerging / High-growth,Exports (% of GDP),188.339507,0.002716710698111923,0.0014563482914776318,0.0012603624066342912,0.0012603624066342912,16.35823030038376
479,"Hong Kong SAR, China",2018,Group C: Emerging / High-growth,GDP Growth (%),2.846934576,0.10167342287248653,0.1028939048621198,-0.0012204819896332736,0.0,0.0
480,"Hong Kong SAR, China",2018,Group C: Emerging / High-growth,GDP per Capita,400033.9479,0.8929467115873737,0.892513995781346,0.00043271580602766146,0.00043271580602766146,5.61621385433037
481,"Hong Kong SAR, China",2018,Group C: Emerging / High-growth,Imports (% of GDP),188.5532665,0.03495181115513965,0.02936024695010667,0.00559156420503298,0.00559156420503298,72.57285247786058
482,"Hong Kong SAR, China",2018,Group C: Emerging / High-growth,Inflation (%),2.40613432,0.018527157213349008,0.018107039498129543,0.0004201177152194646,0.0004201177152194646,5.45270336742529
483,"Hong Kong SAR, China",2018,Group C: Emerging / High-growth,Population Growth (%),0.800230597,0.01145318704161831,0.011780714297923397,-0.0003275272563050876,0.0,0.0
484,"Hong Kong SAR, China",2018,Group C: Emerging / High-growth,Unemployment (%),2.805,0.017117446035631135,0.021356417155475562,-0.004238971119844427,0.0,0.0
485,"Hong Kong SAR, China",2019,Group C: Emerging / High-growth,Exports (% of GDP),177.6513152,0.0024674328860656634,0.0008176931066518918,0.0016497397794137717,0.0016497397794137717,16.871193203928943
486,"Hong Kong SAR, China",2019,Group C: Emerging / High-growth,GDP Growth (%),-1.672395165,0.010004804290932699,0.00777050987664837,0.0022342944142843286,0.0022342944142843286,22.84918701011441
487,"Hong Kong SAR, China",2019,Group C: Emerging / High-growth,GDP per Capita,390446.5963,0.8881072596650513,0.8876539816495218,0.0004532780155295235,0.0004532780155295235,4.635483165599332
488,"Hong Kong SAR, China",2019,Group C: Emerging / High-growth,Imports (% of GDP),176.092206,0.04579636376164851,0.04035523434275476,0.005441129418893749,0.005441129418893749,55.64413662035731
489,"Hong Kong SAR, China",2019,Group C: Emerging / High-growth,Inflation (%),2.883208538,0.04789608975617628,0.05210997768676601,-0.00421388793058973,0.0,0.0
490,"Hong Kong SAR, China",2019,Group C: Emerging / High-growth,Population Growth (%),0.739283471,0.013268131435377476,0.013665675477590624,-0.0003975440422131476,0.0,0.0
491,"Hong Kong SAR, China",2019,Group C: Emerging / High-growth,Unemployment (%),2.917,0.03210577286848979,0.037612488347782726,-0.005506715479292934,0.0,0.0
492,"Hong Kong SAR, China",2020,Group C: Emerging / High-growth,Exports (% of GDP),176.3044824,0.000851509296229778,0.010601741377263326,-0.009750232081033549,0.0,0.0
493,"Hong Kong SAR, China",2020,Group C: Emerging / High-growth,GDP Growth (%),-6.544783202,0.01929389973529624,0.018835234544116782,0.00045866519117945814,0.00045866519117945814,2.5092492230599133
494,"Hong Kong SAR, China",2020,Group C: Emerging / High-growth,GDP per Capita,366204.7855,0.8831964678300396,0.8827325214393558,0.0004639463906838115,0.0004639463906838115,2.53814142156978
495,"Hong Kong SAR, China",2020,Group C: Emerging / High-growth,Imports (% of GDP),174.3752226,0.046154448626462626,0.041337581784898644,0.004816866841563981,0.004816866841563981,26.351943884593602
496,"Hong Kong SAR, China",2020,Group C: Emerging / High-growth,Inflation (%),0.250962021,0.1057658564329279,0.10007024329788224,0.005695613135045657,0.005695613135045657,31.159357868889053
497,"Hong Kong SAR, China",2020,Group C: Emerging / High-growth,Population Growth (%),-0.358932662,0.01264092795125929,0.010337802950082155,0.0023031250011771344,0.0023031250011771344,12.599854383875492
498,"Hong Kong SAR, China",2020,Group C: Emerging / High-growth,Unemployment (%),5.808,0.062123375612350235,0.057582611074214494,0.00454076453813574,0.00454076453813574,24.841453218012155
499,"Hong Kong SAR, China",2021,Group C: Emerging / High-growth,Exports (% of GDP),204.0142637,0.0036469870675865925,0.021636327652748165,-0.01798934058516157,0.0,0.0
500,"Hong Kong SAR, China",2021,Group C: Emerging / High-growth,GDP Growth (%),6.454424733,0.0038247067747049323,0.005076825607430546,-0.0012521188327256137,0.0,0.0
501,"Hong Kong SAR, China",2021,Group C: Emerging / High-growth,GDP per Capita,393411.9329,0.8843165841218015,0.8838648182812224,0.0004517658405790437,0.0004517658405790437,2.374691711804193
502,"Hong Kong SAR, China",2021,Group C: Emerging / High-growth,Imports (% of GDP),198.4454177,0.024024086183693644,0.016704698282585122,0.007319387901108521,0.007319387901108521,38.47411252246097
503,"Hong Kong SAR, China",2021,Group C: Emerging / High-growth,Inflation (%),1.568758344,0.029602386106217824,0.027603994936977825,0.001998391169239999,0.001998391169239999,10.504474929875988
504,"Hong Kong SAR, China",2021,Group C: Emerging / High-growth,Population Growth (%),-0.911776749,0.028734158760180994,0.025225158207613053,0.003509000552567941,0.003509000552567941,18.44494156136063
505,"Hong Kong SAR, China",2021,Group C: Emerging / High-growth,Unemployment (%),5.174,0.04237427749329819,0.036628633908026155,0.005745643585272034,0.005745643585272034,30.201779274498215
506,"Hong Kong SAR, China",2022,Group C: Emerging / High-growth,Exports (% of GDP),194.486518,0.0034636090079399866,0.019324194300687852,-0.015860585292747864,0.0,0.0
507,"Hong Kong SAR, China",2022,Group C: Emerging / High-growth,GDP Growth (%),-3.683751417,0.02004309266253123,0.017434889475248197,0.0026082031872830327,0.0026082031872830327,11.756699460413234
508,"Hong Kong SAR, China",2022,Group C: Emerging / High-growth,GDP per Capita,382375.5462,0.8731650746236863,0.8726722944457332,0.0004927801779530672,0.0004927801779530672,2.221248896746508
509,"Hong Kong SAR, China",2022,Group C: Emerging / High-growth,Imports (% of GDP),190.3946252,0.030152595350304155,0.02340723930142214,0.006745356048882014,0.006745356048882014,30.405270650250387
510,"Hong Kong SAR, China",2022,Group C: Emerging / High-growth,Inflation (%),1.881367072,0.0718105433603243,0.06429290517724451,0.0075176381830797945,0.0075176381830797945,33.886398575666334
511,"Hong Kong SAR, China",2022,Group C: Emerging / High-growth,Population Growth (%),-0.907914524,0.01024603125434257,0.007678714110640799,0.0025673171437017714,0.0025673171437017714,11.572402113928131
512,"Hong Kong SAR, China",2022,Group C: Emerging / High-growth,Unemployment (%),4.318,0.12347665366486972,0.1212231235230267,0.002253530141843027,0.002253530141843027,10.157980302995401
513,"Hong Kong SAR, China",2023,Group C: Emerging / High-growth,Exports (% of GDP),176.7861614,0.0006617500640739349,0.005531326670579991,-0.004869576606506057,0.0,0.0
514,"Hong Kong SAR, China",2023,Group C: Emerging / High-growth,GDP Growth (%),3.214489017,0.0005158133182952325,0.000585003139054174,-6.918982075894149e-05,0.0,0.0
515,"Hong Kong SAR, China",2023,Group C: Emerging / High-growth,GDP per Capita,384716.6306,0.8681725948405205,0.867528077521647,0.0006445173188734943,0.0006445173188734943,3.0192447241127787
516,"Hong Kong SAR, China",2023,Group C: Emerging / High-growth,Imports (% of GDP),176.1996869,0.05697747467044031,0.047059739338649625,0.009917735331790682,0.009917735331790682,46.45968261643149
517,"Hong Kong SAR, China",2023,Group C: Emerging / High-growth,Inflation (%),2.096605112,0.09115257709990993,0.08679479255918453,0.0043577845407253984,0.0043577845407253984,20.414064289850188
518,"Hong Kong SAR, China",2023,Group C: Emerging / High-growth,Population Growth (%),2.553524667,0.053597451207192746,0.04717051663024085,0.006426934576951898,0.006426934576951898,30.107008369605538
519,"Hong Kong SAR, China",2023,Group C: Emerging / High-growth,Unemployment (%),2.949,0.12775659178727664,0.13270769505922833,-0.004951103271951696,0.0,0.0
520,"Hong Kong SAR, China",2024,Group B: Transitional / Mixed,Exports (% of GDP),181.7290123,0.0063045081897715165,2.7442763136868794e-05,0.006277065426634648,0.006277065426634648,19.615436963233574
521,"Hong Kong SAR, China",2024,Group B: Transitional / Mixed,GDP Growth (%),2.541197539,0.033413466620142565,0.03097636606582522,0.0024371005543173466,0.0024371005543173466,7.615786844188323
522,"Hong Kong SAR, China",2024,Group B: Transitional / Mixed,GDP per Capita,395122.2073,0.5066241484038584,0.504100049035585,0.002524099368273358,0.002524099368273358,7.887652697902253
523,"Hong Kong SAR, China",2024,Group B: Transitional / Mixed,Imports (% of GDP),177.6731645,0.03622949541957388,0.02117617167412647,0.015053323745447413,0.015053323745447413,47.04069544393444
524,"Hong Kong SAR, China",2024,Group B: Transitional / Mixed,Inflation (%),1.729721191,0.3451944096894889,0.3407399129823385,0.004454496707150368,0.004454496707150368,13.920023677192313
525,"Hong Kong SAR, China",2024,Group B: Transitional / Mixed,Population Growth (%),-0.159360467,0.010593367028464496,0.009338812526428276,0.0012545545020362196,0.0012545545020362196,3.920404373549105
526,Indonesia,2015,Group A: High-GDP / Developed,Exports (% of GDP),21.16017926,0.023709997275814215,0.026840740457748227,-0.0031307431819340113,0.0,0.0
527,Indonesia,2015,Group A: High-GDP / Developed,GDP Growth (%),4.8763223,0.014316810857366415,0.01223796888969606,0.002078841967670355,0.002078841967670355,5.9565442712112935
528,Indonesia,2015,Group A: High-GDP / Developed,GDP per Capita,34310706.14,0.9719605441571625,0.9628262857534143,0.009134258403748152,0.009134258403748152,26.172559248254178
529,Indonesia,2015,Group A: High-GDP / Developed,Imports (% of GDP),20.77746098,0.07552340407723149,0.05542195670375714,0.02010144737347435,0.02010144737347435,57.59704828823743
530,Indonesia,2015,Group A: High-GDP / Developed,Inflation (%),6.363121131,0.018597764686277284,0.015012177839412761,0.003585586846864523,0.003585586846864523,10.273848192297109
531,Indonesia,2015,Group A: High-GDP / Developed,Population Growth (%),1.122339818,0.0012695021236637867,0.0012791182390581534,-9.61611539436664e-06,0.0,0.0
532,Indonesia,2015,Group A: High-GDP / Developed,Unemployment (%),4.514,0.03866396973267511,0.05557355469482311,-0.016909584962148005,0.0,0.0
533,Indonesia,2016,Group A: High-GDP / Developed,Exports (% of GDP),19.08899385,0.019730678329864648,0.016464889534294383,0.0032657887955702646,0.0032657887955702646,4.649790174962631
534,Indonesia,2016,Group A: High-GDP / Developed,GDP Growth (%),5.033069183,0.008235972094941237,0.007966631253318224,0.00026934084162301246,0.00026934084162301246,0.38348419860879646
535,Indonesia,2016,Group A: High-GDP / Developed,GDP per Capita,35652440.97,0.8996454259405996,0.8714726131501191,0.02817281279048045,0.02817281279048045,40.112106542812434
536,Indonesia,2016,Group A: High-GDP / Developed,Imports (% of GDP),18.33234795,0.07914966177530307,0.055913604921322343,0.023236056853980724,0.023236056853980724,33.083213773977846
537,Indonesia,2016,Group A: High-GDP / Developed,Inflation (%),3.525805157,0.023946634811297576,0.009923012933448615,0.01402362187784896,0.01402362187784896,19.966661442852683
538,Indonesia,2016,Group A: High-GDP / Developed,Population Growth (%),1.0744882,0.005514645924592136,0.0042470807061100015,0.0012675652184821343,0.0012675652184821343,1.8047438667856068
539,Indonesia,2016,Group A: High-GDP / Developed,Unemployment (%),4.301,0.0136832882110926,0.03051688454501447,-0.01683359633392187,0.0,0.0
540,Indonesia,2017,Group A: High-GDP / Developed,Exports (% of GDP),20.17730444,0.001576676453478359,0.007219152664158322,-0.005642476210679963,0.0,0.0
541,Indonesia,2017,Group A: High-GDP / Developed,GDP Growth (%),5.069785901,0.025400668380323285,0.023782316511187913,0.0016183518691353718,0.0016183518691353718,2.8368606183475564
542,Indonesia,2017,Group A: High-GDP / Developed,GDP per Capita,37078930.31,0.8962842189684221,0.8668390886581149,0.029445130310307266,0.029445130310307266,51.61530824816898
543,Indonesia,2017,Group A: High-GDP / Developed,Imports (% of GDP),19.17819264,0.037317152360226695,0.020551286051048837,0.016765866309177858,0.016765866309177858,29.389421900193852
544,Indonesia,2017,Group A: High-GDP / Developed,Inflation (%),3.80879807,0.011260738362668962,0.006482096966658718,0.004778641396010244,0.004778641396010244,8.376632946201942
545,Indonesia,2017,Group A: High-GDP / Developed,Population Growth (%),1.022329398,0.014914968122288215,0.012941135910966376,0.0019738322113218385,0.0019738322113218385,3.4599934503220258
546,Indonesia,2017,Group A: High-GDP / Developed,Unemployment (%),3.783,0.07405725007556335,0.0715917904450684,0.002465459630494951,0.002465459630494951,4.321782836765641
547,Indonesia,2018,Group A: High-GDP / Developed,Exports (% of GDP),21.0027465,0.002716710698111923,0.008788152032758722,-0.0060714413346467985,0.0,0.0
548,Indonesia,2018,Group A: High-GDP / Developed,GDP Growth (%),5.17429154,0.10167342287248653,0.09359065693505118,0.008082765937435343,0.008082765937435343,14.017007571543477
549,Indonesia,2018,Group A: High-GDP / Developed,GDP per Capita,38621154.31,0.8929467115873737,0.8624546118557409,0.030492099731632805,0.030492099731632805,52.878927352209345
550,Indonesia,2018,Group A: High-GDP / Developed,Imports (% of GDP),22.07156246,0.03495181115513965,0.01718002398848519,0.017771787166654462,0.017771787166654462,30.81955820607325
551,Indonesia,2018,Group A: High-GDP / Developed,Inflation (%),3.198346416,0.018527157213349008,0.022713562077906764,-0.0041864048645577565,0.0,0.0
552,Indonesia,2018,Group A: High-GDP / Developed,Population Growth (%),0.96974341,0.01145318704161831,0.010135849213281421,0.0013173378283368887,0.0013173378283368887,2.284506870173923
553,Indonesia,2018,Group A: High-GDP / Developed,Unemployment (%),4.387,0.017117446035631135,0.03363058471807124,-0.016513138682440105,0.0,0.0
554,Indonesia,2019,Group A: High-GDP / Developed,Exports (% of GDP),18.5915278,0.0024674328860656634,0.008903038248629942,-0.006435605362564278,0.0,0.0
555,Indonesia,2019,Group A: High-GDP / Developed,GDP Growth (%),5.01928768,0.010004804290932699,0.008269892343224014,0.0017349119477086845,0.0017349119477086845,2.8881237347368307
556,Indonesia,2019,Group A: High-GDP / Developed,GDP per Capita,40181952.63,0.8881072596650513,0.856158485483974,0.03194877418107733,0.03194877418107733,53.18541562295497
557,Indonesia,2019,Group A: High-GDP / Developed,Imports (% of GDP),19.03624974,0.04579636376164851,0.0243904730527744,0.02140589070887411,0.02140589070887411,35.63458139828479
